Equipment_ID	Timestamp	Target	is_Pump	is_Motor	Days_Since_Last_Breakdown	Breakdown_Count_Last_90_Days	Critical_Parts_Stockout	Max_Lead_Time_for_Critical_Part	Active_Production_Orders_Count	Hours_Booked_Next_24h	Avg_Vibration_Last_1_Hour	Temp_vs_7Day_Avg_Delta
MOT-106	2025-11-21 23:00:00	0	0	1	289	0	0	30	0	0	5.3	5.8
												
MOT-106	2025-11-22 0:00:00	0	0	1	290	0	0	30	0	0	5.4	6
												
MOT-106	2025-11-22 1:00:00	0	0	1	291	0	0	30	0	0	5.5	6.2
												
MOT-106	2025-11-22 2:00:00	0	0	1	292	0	0	30	0	0	5.6	6.4
												
MOT-106	2025-11-22 3:00:00	0	0	1	293	0	0	30	0	0	5.7	6.6
												
MOT-106	2025-11-22 4:00:00	0	0	1	294	0	0	30	0	0	5.8	6.8
												
MOT-106	2025-11-22 5:00:00	0	0	1	295	0	0	30	0	0	5.9	7
												
MOT-106	2025-11-22 6:00:00	0	0	1	296	0	0	30	0	0	6	7.2
												
MOT-106	2025-11-22 7:00:00	0	0	1	297	0	0	30	0	0	6.1	7.4
												
MOT-106	2025-11-22 8:00:00	0	0	1	298	0	0	30	0	0	6.2	7.6
												
MOT-106	2025-11-22 9:00:00	0	0	1	299	0	0	30	0	0	6.3	7.8
												
MOT-106	2025-11-22 10:00:00	0	0	1	300	0	0	30	0	0	6.4	8
												
MOT-106	2025-11-22 11:00:00	0	0	1	301	0	0	30	0	0	6.5	8.2
												
MOT-106	2025-11-22 12:00:00	0	0	1	302	0	0	30	0	0	6.6	8.4
												
MOT-106	2025-11-22 13:00:00	0	0	1	303	0	0	30	0	0	6.7	8.6
												
MOT-106	2025-11-22 14:00:00	0	0	1	304	0	0	30	0	0	6.8	8.8
												
MOT-106	2025-11-22 15:00:00	0	0	1	305	0	0	30	0	0	6.9	9
												
MOT-106	2025-11-22 16:00:00	0	0	1	306	0	0	30	0	0	7	9.2
												
MOT-106	2025-11-22 17:00:00	0	0	1	307	0	0	30	0	0	7.1	9.4
												
MOT-106	2025-11-22 18:00:00	0	0	1	308	0	0	30	0	0	7.2	9.6
												
MOT-106	2025-11-22 19:00:00	0	0	1	309	0	0	30	0	0	7.3	9.8
												
MOT-106	2025-11-22 20:00:00	0	0	1	310	0	0	30	0	0	7.4	10
												
MOT-106	2025-11-22 21:00:00	0	0	1	311	0	0	30	0	0	7.5	10.2
												
MOT-106	2025-11-22 22:00:00	0	0	1	312	0	0	30	0	0	7.6	10.4
												
MOT-106	2025-11-22 23:00:00	0	0	1	313	0	0	30	0	0	7.7	10.6
												
MOT-106	2025-11-23 0:00:00	0	0	1	314	0	0	30	0	0	7.8	10.8
												
MOT-106	2025-11-23 1:00:00	0	0	1	315	0	0	30	0	0	7.9	11
												
MOT-106	2025-11-23 2:00:00	0	0	1	316	0	0	30	0	0	8	11.2
												
MOT-106	2025-11-23 3:00:00	0	0	1	317	0	0	30	0	0	8.1	11.4
												
MOT-106	2025-11-23 4:00:00	0	0	1	318	0	0	30	0	0	8.2	11.6
												
MOT-106	2025-11-23 5:00:00	0	0	1	319	0	0	30	0	0	8.3	11.8
												
MOT-106	2025-11-23 6:00:00	0	0	1	320	0	0	30	0	0	8.4	12
												
MOT-106	2025-11-23 7:00:00	0	0	1	321	0	0	30	0	0	8.5	12.2
												
MOT-106	2025-11-23 8:00:00	0	0	1	322	0	0	30	0	0	8.6	12.4
												
MOT-106	2025-11-23 9:00:00	0	0	1	323	0	0	30	0	0	8.7	12.6
												
MOT-106	2025-11-23 10:00:00	0	0	1	324	0	0	30	0	0	8.8	12.8
												
MOT-106	2025-11-23 11:00:00	0	0	1	325	0	0	30	0	0	8.9	13
												
MOT-106	2025-11-23 12:00:00	0	0	1	326	0	0	30	0	0	9	13.2
												
MOT-106	2025-11-23 13:00:00	0	0	1	327	0	0	30	0	0	9.1	13.4
												
MOT-106	2025-11-23 14:00:00	0	0	1	328	0	0	30	0	0	9.2	13.6
												
MOT-106	2025-11-23 15:00:00	0	0	1	329	0	0	30	0	0	9.3	13.8
												
MOT-106	2025-11-23 16:00:00	0	0	1	330	0	0	30	0	0	9.4	14
												
MOT-106	2025-11-23 17:00:00	0	0	1	331	0	0	30	0	0	9.5	14.2
												
MOT-106	2025-11-23 18:00:00	0	0	1	332	0	0	30	0	0	9.6	14.4
												
MOT-106	2025-11-23 19:00:00	0	0	1	333	0	0	30	0	0	9.7	14.6
												
MOT-106	2025-11-23 20:00:00	0	0	1	334	0	0	30	0	0	9.8	14.8
												
MOT-106	2025-11-23 21:00:00	0	0	1	335	0	0	30	0	0	9.9	15
												
MOT-106	2025-11-23 22:00:00	0	0	1	336	0	0	30	0	0	10	15.2
												
MOT-106	2025-11-23 23:00:00	0	0	1	337	0	0	30	0	0	10.1	15.4
												
MOT-106	2025-11-24 0:00:00	0	0	1	338	0	0	30	0	0	10.2	15.6
												
MOT-106	2025-11-24 1:00:00	0	0	1	339	0	0	30	0	0	10.3	15.8
												
MOT-106	2025-11-24 2:00:00	0	0	1	340	0	0	30	0	0	10.4	16
												
MOT-106	2025-11-24 3:00:00	0	0	1	341	0	0	30	0	0	10.5	16.2
												
MOT-106	2025-11-24 4:00:00	0	0	1	342	0	0	30	0	0	10.6	16.4
												
MOT-106	2025-11-24 5:00:00	0	0	1	343	0	0	30	0	0	10.7	16.6
												
MOT-106	2025-11-24 6:00:00	0	0	1	344	0	0	30	0	0	10.8	16.8
												
MOT-106	2025-11-24 7:00:00	0	0	1	345	0	0	30	0	0	10.9	17
												
MOT-106	2025-11-24 8:00:00	0	0	1	346	0	0	30	0	0	11	17.2
												
MOT-106	2025-11-24 9:00:00	0	0	1	347	0	0	30	0	0	11.1	17.4
												
MOT-106	2025-11-24 10:00:00	0	0	1	348	0	0	30	0	0	11.2	17.6
												
MOT-106	2025-11-24 11:00:00	0	0	1	349	0	0	30	0	0	11.3	17.8
												
MOT-106	2025-11-24 12:00:00	0	0	1	350	0	0	30	0	0	11.4	18
												
MOT-106	2025-11-24 13:00:00	0	0	1	351	0	0	30	0	0	11.5	18.2
												
MOT-106	2025-11-24 14:00:00	0	0	1	352	0	0	30	0	0	11.6	18.4
												
MOT-106	2025-11-24 15:00:00	0	0	1	353	0	0	30	0	0	11.7	18.6
												
MOT-106	2025-11-24 16:00:00	0	0	1	354	0	0	30	0	0	11.8	18.8
												
MOT-106	2025-11-24 17:00:00	0	0	1	355	0	0	30	0	0	11.9	19
												
MOT-106	2025-11-24 18:00:00	0	0	1	356	0	0	30	0	0	12	19.2
												
MOT-106	2025-11-24 19:00:00	0	0	1	357	0	0	30	0	0	12.1	19.4
												
MOT-106	2025-11-24 20:00:00	0	0	1	358	0	0	30	0	0	12.2	19.6
												
MOT-106	2025-11-24 21:00:00	0	0	1	359	0	0	30	0	0	12.3	19.8
												
MOT-106	2025-11-24 22:00:00	0	0	1	360	0	0	30	0	0	12.4	20
												
MOT-106	2025-11-24 23:00:00	0	0	1	361	0	0	30	0	0	12.5	20.2
												
MOT-106	2025-11-25 0:00:00	0	0	1	362	0	0	30	0	0	12.6	20.4
												
MOT-106	2025-11-25 1:00:00	0	0	1	363	0	0	30	0	0	12.7	20.6
												
MOT-106	2025-11-25 2:00:00	0	0	1	364	0	0	30	0	0	12.8	20.8
												
MOT-106	2025-11-25 3:00:00	0	0	1	365	0	0	30	0	0	12.9	21
												
MOT-106	2025-11-25 4:00:00	0	0	1	366	0	0	30	0	0	13	21.2
												
MOT-106	2025-11-25 5:00:00	0	0	1	367	0	0	30	0	0	13.1	21.4
												
MOT-106	2025-11-25 6:00:00	0	0	1	368	0	0	30	0	0	13.2	21.6
												
MOT-106	2025-11-25 7:00:00	0	0	1	369	0	0	30	0	0	13.3	21.8
												
MOT-106	2025-11-25 8:00:00	0	0	1	370	0	0	30	0	0	13.4	22
												
MOT-106	2025-11-25 9:00:00	0	0	1	371	0	0	30	0	0	13.5	22.2
												
MOT-106	2025-11-25 10:00:00	0	0	1	372	0	0	30	0	0	13.6	22.4
												
MOT-106	2025-11-25 11:00:00	0	0	1	373	0	0	30	0	0	13.7	22.6
												
MOT-106	2025-11-25 12:00:00	0	0	1	374	0	0	30	0	0	13.8	22.8
												
MOT-106	2025-11-25 13:00:00	0	0	1	375	0	0	30	0	0	13.9	23
												
MOT-106	2025-11-25 14:00:00	0	0	1	376	0	0	30	0	0	14	23.2
												
MOT-106	2025-11-25 15:00:00	0	0	1	377	0	0	30	0	0	14.1	23.4
												
MOT-106	2025-11-25 16:00:00	0	0	1	378	0	0	30	0	0	14.2	23.6
												
MOT-106	2025-11-25 17:00:00	0	0	1	379	0	0	30	0	0	14.3	23.8
												
MOT-106	2025-11-25 18:00:00	0	0	1	380	0	0	30	0	0	14.4	24
												
MOT-106	2025-1-29 19:00:00	0	0	1	381	0	0	30	0	0	14.5	24.2
												
MOT-106	2025-11-29 20:00:00	0	0	1	382	0	0	30	0	0	14.6	24.4
												
MOT-106	2025-11-29 21:00:00	0	0	1	383	0	0	30	0	0	14.7	24.6
												
MOT-106	2025-11-29 22:00:00	0	0	1	384	0	0	30	0	0	14.8	24.8
												
MOT-106	2025-11-29 23:00:00	0	0	1	385	0	0	30	0	0	14.9	25
												
MOT-106	2025-11-30 0:00:00	0	0	1	386	0	0	30	0	0	15	25.2
												
MOT-106	2025-11-30 1:00:00	0	0	1	387	0	0	30	0	0	15.1	25.4
												
MOT-106	2025-11-30 2:00:00	0	0	1	388	0	0	30	0	0	15.2	25.6
												
MOT-106	2025-11-30 3:00:00	0	0	1	389	0	0	30	0	0	15.3	25.8
												
MOT-106	2025-11-30 4:00:00	0	0	1	390	0	0	30	0	0	15.4	26
												
MOT-106	2025-11-30 5:00:00	0	0	1	391	0	0	30	0	0	15.5	26.2
												
MOT-106	2025-11-30 6:00:00	0	0	1	392	0	0	30	0	0	15.6	26.4
												
MOT-106	2025-11-30 7:00:00	0	0	1	393	0	0	30	0	0	15.7	26.6
												
MOT-106	2025-11-30 8:00:00	0	0	1	394	0	0	30	0	0	15.8	26.8
												
MOT-106	2025-11-30 9:00:00	0	0	1	395	0	0	30	0	0	15.9	27
												
MOT-106	2025-11-30 10:00:00	0	0	1	396	0	0	30	0	0	16	27.2
												
MOT-106	2025-11-30 11:00:00	0	0	1	397	0	0	30	0	0	16.1	27.4
												
MOT-106	2025-11-30 12:00:00	0	0	1	398	0	0	30	0	0	16.2	27.6
												
MOT-106	2025-11-30 13:00:00	0	0	1	399	0	0	30	0	0	16.3	27.8
												
MOT-106	2025-11-30 14:00:00	0	0	1	400	0	0	30	0	0	16.4	28
												
MOT-106	2025-11-30 15:00:00	0	0	1	401	0	0	30	0	0	16.5	28.2
												
MOT-106	2025-11-30 16:00:00	0	0	1	402	0	0	30	0	0	16.6	28.4
												
MOT-106	2025-11-30 17:00:00	0	0	1	403	0	0	30	0	0	16.7	28.6
												
MOT-106	2025-11-30 18:00:00	0	0	1	404	0	0	30	0	0	16.8	28.8
												
MOT-106	2025-11-30 19:00:00	0	0	1	405	0	0	30	0	0	16.9	29
												
MOT-106	2025-11-30 20:00:00	0	0	1	406	0	0	30	0	0	17	29.2
												
MOT-106	2025-11-30 21:00:00	0	0	1	407	0	0	30	0	0	17.1	29.4
												
MOT-106	2025-11-30 22:00:00	0	0	1	408	0	0	30	0	0	17.2	29.6
												
MOT-106	2025-11-30 23:00:00	0	0	1	409	0	0	30	0	0	17.3	29.8
